ONS ward no,Local Authority,Ward,GENERAL,,,,,,,SPOILT PAPERS,,,,,,POSTAL VOTES,,,,,,,,,,,,,,,,,,,AUTHORITY DATA,,,,,,,,,,,,,,,,,,,,,,,,
,,,Electorate ,Total votes cast,Ballot box Turnout,Total valid votes cast ,valid vote turnout ,Ballots returned including rejected PVs,Total participation turnout,Want of Official Mark,Voting for more candidates,Writing/mark by which voter could be identified,Unmarked or wholly void for uncertainty,Rejected in part,Total number of ballot papers rejected at the count ,Number of postal ballot papers issued,"Total number of ballot papers issued under regulations 77, 78 & 78A",Total number of ballot papers cancelled under 86A,Total number of postal ballot papers issued A1 to A3,Total number of Ballot papers cancelled under Para 78A,Total number of covering envelopes received by RO before the close of poll ,Number of covering envelopes received after close of poll,Number of postal ballot s returned spoilt for cancellation in time for re-issue,Number of postal ballots lost or not received in time for a re-issue,Number of ballot papers cancelled and retrieved in time for re-issue,Number of ballot papers returned as spoilt too late for re-issue,Number of covering envelopes returned by post as undelivered ,Number of covering envelopes NOT received by the Returning Officer by 25th Day,TOTAL numbers B6 to B13,Number of covering envelopes set aside for verification,Number of postal voting statements rejected following verification -not completed,Number of postal voting statements rejected following verification -personal identifier match,Number of postal votes included in the count,TOTAL marked 'REJECTED',How many people tried to register after the close of registration etc?,How many people tried to vote on polling day and were unregistered?,Number of electors who appointed a proxy to vote on their behalf,Emergency proxies issued,How many waivers were granted for this election?,What was your issue date for postal votes sent overseas?,What was your delivery date for postal votes sent to UK electors?,Number of covering envelopes returned on polling day in time for the count,How many covering envelopes returned on the day after polling day by 10pm?,Did you carry out a sweep?,PV statement rejected (No signature) ,PV statement rejected (No DoB),PV statement rejected (Both),PV statement rejected (Mismatched signature) ,PV statement rejected (Mismatched DoB),PV statement rejected (Mismatched both),Ballot paper not returned,Postal voting statement unreturned,Who is your electoral management software supplier?,Which software system do you use for postal vote verification?,What was the total number of polling stations used?,,,,
E05000370,Islington,Clerkenwell,8443,3183,37.7,3152,37.3,3225,38.2,0,6,0,25,0,31,1162,3,0,1165,9,755,21,0,3,0,0,5,381,1165,755,5,18,713,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000371,Islington,Finsbury Park,10763,3993,37.1,3912,36.3,4076,37.9,0,11,0,70,0,81,1164,2,0,1166,2,749,29,0,2,0,0,9,380,1169,749,8,44,666,90,,,,,,,,,,,,,,,,,,,,,,,,,
E05000372,Islington,Highbury East,9157,4051,44.2,4038,44.1,4101,44.8,0,5,0,8,0,13,1351,0,0,1351,8,933,13,0,0,0,0,7,398,1351,933,12,16,883,52,,,,,,,,,,,,,,,,,,,,,,,,,
E05000373,Islington,Highbury West,11956,4749,39.7,4715,39.4,4817,40.3,0,9,0,25,0,34,1536,5,0,1541,15,991,29,1,4,0,0,5,511,1541,991,11,30,923,72,,,,,,,,,,,,,,,,,,,,,,,,,
E05000374,Islington,Hillrise,8857,3708,41.9,3652,41.2,3782,42.7,0,5,0,51,0,56,1191,0,0,1191,5,792,20,0,0,0,0,5,374,1191,792,12,30,718,81,,,,,,,,,,,,,,,,,,,,,,,,,
E05000375,Islington,Holloway,11212,4135,36.9,4025,35.9,4208,37.5,0,7,0,103,0,110,1463,4,0,1467,4,933,24,1,3,0,0,8,498,1467,933,10,36,860,78,,,,,,,,,,,,,,,,,,,,,,,,,
E05000376,Islington,Junction,9116,3498,38.4,3467,38.0,3545,38.9,0,6,0,25,0,31,1099,4,0,1103,7,730,15,1,3,0,0,5,349,1103,730,12,18,683,49,,,,,,,,,,,,,,,,,,,,,,,,,
E05000377,Islington,Mildmay,9734,3575,36.7,3559,36.6,3648,37.5,0,5,0,11,0,16,1278,2,0,1280,3,834,14,1,1,0,0,5,425,1280,834,15,37,761,83,,,,,,,,,,,,,,,,,,,,,,,,,
E05000378,Islington,St. Georges,9333,3929,42.1,3870,41.5,4008,42.9,0,5,0,54,0,59,1556,4,0,1560,4,1019,23,0,4,0,0,9,505,1560,1019,13,34,940,90,,,,,,,,,,,,,,,,,,,,,,,,,
E05000379,Islington,St. Marys,8988,3259,36.3,3237,36.0,3323,37.0,0,3,0,19,0,22,1192,2,0,1194,6,796,10,0,2,0,0,6,380,1194,796,7,22,732,67,,,,,,,,,,,,,,,,,,,,,,,,,
E05000380,Islington,St. Peters,9228,3525,38.2,3502,37.9,3574,38.7,0,1,0,22,0,23,1358,2,0,1360,8,898,15,0,2,0,0,5,440,1360,898,15,19,849,57,,,,,,,,,,,,,,,,,,,,,,,,,
E05000381,Islington,Tollington,10070,3890,38.6,3820,37.9,3946,39.2,0,10,0,60,0,70,1098,0,0,1098,2,704,21,0,0,0,0,6,367,1098,704,4,31,648,62,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Abingdon,5654,1719,30.4,1702,30.1,1748,30.9,0,3,0,14,0,17,958,5,0,963,0,614,20,1,2,2,0,5,319,963,614,3,7,585,19,n/a,,107,3,115,09/05/2014,10-11/05/2014,,24,no,19,5,61,12,79,36,5,471,Idox,Selcheck,59,,,,
,Kensington & Chelsea,Brompton and Hans Town,6704,1622,24.2,1605,23.9,1667,24.9,0,0,0,17,0,17,1169,12,0,1181,0,715,17,0,1,11,0,18,419,1181,715,4,4,670,37,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Campden,6071,1833,30.2,1812,29.9,1863,30.7,0,2,0,19,0,21,1087,19,0,1106,0,639,31,1,6,12,0,11,406,1106,639,13,6,609,11,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Chelsea Riverside,6313,2178,34.5,2151,34.1,2202,34.9,0,0,0,27,0,27,917,9,0,926,0,619,14,0,3,6,0,5,279,926,619,2,11,595,11,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Colville,6615,2097,31.7,2080,31.4,2115,32.0,0,6,0,11,0,17,729,4,0,733,0,465,19,0,1,3,0,8,237,733,465,3,5,447,10,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Courtfield,6851,1699,24.8,1682,24.6,1730,25.3,0,0,0,17,0,17,1019,15,0,1034,0,542,25,1,5,9,0,15,437,1034,542,4,9,511,18,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Dalgarno,4592,1564,34.1,1559,33.9,1597,34.8,0,3,0,2,0,5,468,4,0,472,0,299,10,0,2,2,0,5,154,472,299,5,6,266,22,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Earl's Court,6733,2128,31.6,2113,31.4,2183,32.4,0,1,0,14,0,15,863,15,0,878,0,592,17,1,9,5,0,8,246,878,592,4,10,537,41,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Golborne,6150,1759,28.6,1756,28.6,1786,29.0,0,0,0,3,0,3,449,4,0,453,0,292,8,0,0,4,0,3,146,453,292,1,4,265,22,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Holland,5524,1558,28.2,1530,27.7,1600,29.0,0,3,0,25,0,28,823,9,0,832,0,538,19,3,2,4,0,4,262,832,538,2,6,496,34,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Norland,4264,1527,35.8,1506,35.3,1584,37.1,0,0,0,21,0,21,720,8,0,728,0,492,16,1,1,6,0,3,209,728,492,1,10,435,46,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Notting Dale,6056,2083,34.4,2024,33.4,2112,34.9,0,7,0,52,0,59,666,4,0,670,0,426,23,0,1,3,0,7,210,670,426,10,10,397,9,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Pembridge,4543,1245,27.4,1219,26.8,1267,27.9,0,2,0,24,0,26,559,6,0,565,0,367,4,5,1,0,0,5,183,565,367,4,4,345,14,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Queen's Gate,5838,1500,25.7,1488,25.5,1538,26.4,0,0,0,12,0,12,952,11,0,963,0,607,17,0,3,8,0,2,326,963,607,6,5,569,27,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Redcliffe,6740,1824,27.1,1812,26.9,1864,27.7,0,5,0,7,0,12,1000,13,0,1013,0,595,21,10,3,0,0,10,374,1013,595,9,8,555,23,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Royal Hospital,6937,2157,31.1,2152,31.0,2212,31.9,0,2,0,3,0,5,1332,16,0,1348,0,842,18,3,1,1,0,11,472,1348,842,7,10,787,38,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,St Helen's,4525,1543,34.1,1513,33.4,1562,34.5,0,0,0,30,0,30,474,3,0,477,0,319,9,0,0,3,0,3,143,477,319,1,8,300,10,,,,,,,,,,,,,,,,,,,,,,,,,
,Kensington & Chelsea,Stanley,6891,2260,32.8,2233,32.4,2298,33.4,0,4,0,23,0,27,1068,19,0,1087,0,720,12,0,3,0,0,7,345,1087,720,7,8,682,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000400,Kingston Upon Thames,Alexandra,6979,3238,46.4,3231,46.3,3283,47.0,0,3,0,4,0,7,1288,0,0,1288,2,927,3,0,0,0,0,0,358,1288,927,6,23,882,44,N/A,N/A,144,2,99,08/05/2014,08/05/2014,1981,63,Yes,32,53,18,143,151,27,414,97,Xpress,Xpress,84,,,,
E05000401,Kingston Upon Thames,Berrylands,7000,3342,47.7,3331,47.6,3382,48.3,0,4,0,7,0,11,1443,2,0,1445,5,1058,6,0,2,0,0,3,376,1445,1058,9,14,1018,38,,,,,,,,,,,,,,,,,,,,,,,,,
E05000402,Kingston Upon Thames,Beverley,7211,3413,47.3,3404,47.2,3439,47.7,0,3,0,6,0,9,1251,0,0,1251,2,910,4,0,0,0,0,0,337,1251,910,6,9,884,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000403,Kingston Upon Thames,Canbury,8749,3876,44.3,3862,44.1,3922,44.8,0,4,0,10,0,14,1735,1,0,1736,5,1214,6,0,1,0,0,6,509,1736,1214,2,24,1168,42,,,,,,,,,,,,,,,,,,,,,,,,,
E05000404,Kingston Upon Thames,Chessington North & Hook,6769,2986,44.1,2976,44.0,3030,44.8,0,1,0,9,0,10,1405,1,0,1406,3,1026,9,0,1,0,0,3,367,1406,1026,8,20,982,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000405,Kingston Upon Thames,Chessington South,7744,3021,39.0,3010,38.9,3064,39.6,0,0,0,11,0,11,1356,0,0,1356,5,959,2,0,0,0,0,1,394,1356,959,7,23,916,42,,,,,,,,,,,,,,,,,,,,,,,,,
E05000406,Kingston Upon Thames,Coombe Hill,7201,2723,37.8,2718,37.7,2763,38.4,0,2,0,3,0,5,1567,1,0,1568,1,1110,9,0,1,0,0,1,447,1568,1110,8,22,1070,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000407,Kingston Upon Thames,Coombe Vale,7023,3359,47.8,3350,47.7,3405,48.5,0,1,0,8,0,9,1544,3,0,1547,5,1140,4,1,2,0,0,2,398,1547,1140,8,25,1094,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000408,Kingston Upon Thames,Grove,8105,3074,37.9,3054,37.7,3101,38.3,0,0,0,20,0,20,1376,1,0,1377,3,997,0,0,1,0,0,0,379,1377,997,5,15,970,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000409,Kingston Upon Thames,Norbiton,6938,2736,39.4,2721,39.2,2801,40.4,0,5,0,10,0,15,1315,3,0,1318,6,935,9,2,1,0,0,3,368,1318,935,12,32,870,63,,,,,,,,,,,,,,,,,,,,,,,,,
E05000410,Kingston Upon Thames,Old Malden,7078,3029,42.8,3018,42.6,3065,43.3,0,2,0,9,0,11,1390,2,0,1392,10,974,7,0,2,0,0,0,409,1392,974,5,25,938,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000411,Kingston Upon Thames,St. James,6789,3025,44.6,3019,44.5,3070,45.2,0,0,0,6,0,6,1357,0,0,1357,10,1021,3,0,0,0,0,1,332,1357,1021,4,26,976,45,,,,,,,,,,,,,,,,,,,,,,,,,
E05000412,Kingston Upon Thames,St. Marks,7988,3031,37.9,3021,37.8,3059,38.3,0,1,0,9,0,10,1440,4,0,1444,7,985,2,1,3,0,0,2,451,1444,985,8,9,957,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000413,Kingston Upon Thames,Surbiton Hill,7746,3580,46.2,3568,46.1,3614,46.7,0,1,0,11,0,12,1673,1,0,1674,13,1214,7,0,1,0,0,0,452,1674,1214,2,19,1180,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000414,Kingston Upon Thames,Tolworth & Hook Rise,7318,3005,41.1,3001,41.0,3049,41.7,0,0,0,4,0,4,1285,0,0,1285,2,891,6,0,0,0,0,4,384,1285,891,6,25,847,44,,,,,,,,,,,,,,,,,,,,,,,,,
E05000415,Kingston Upon Thames,Tudor,6990,3258,46.6,3251,46.5,3295,47.1,0,2,0,5,0,7,1445,0,0,1445,5,1053,8,0,0,0,0,3,381,1445,1053,7,10,1016,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000416,Lambeth,Bishops,7586,2800,36.9,2800,36.9,2822,37.2,0,0,0,0,0,0,995,2,0,997,0,650,0,0,0,0,0,0,347,997,650,0,22,628,22,1250,250,280,15,49,02/05/2014,10/05/2014,2500,500,No,29,71,31,151,101,19,192,82,Idox,Selcheck,123,,,,
E05000417,Lambeth,Brixton Hill,11412,3588,31.4,3577,31.3,3609,31.6,0,0,0,11,0,11,1037,1,0,1038,0,597,0,1,0,0,0,0,440,1038,597,0,21,576,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000418,Lambeth,Clapham Common,9895,2944,29.8,2933,29.6,2973,30.0,0,2,0,9,0,11,1284,3,0,1287,0,766,0,1,0,0,1,0,519,1287,766,0,29,737,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000419,Lambeth,CLAPHAM TOWN,10794,3639,33.7,3631,33.6,3674,34.0,0,1,0,7,0,8,1331,8,0,1339,0,882,0,0,0,2,0,0,455,1339,882,0,35,847,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000420,Lambeth,Coldharbour,11522,3534,30.7,3514,30.5,3569,31.0,0,6,0,14,0,20,1094,5,0,1099,0,660,0,0,0,0,0,0,439,1099,660,0,35,625,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000421,Lambeth,Ferndale,11453,3145,27.5,3125,27.3,3165,27.6,0,5,0,15,0,20,1037,4,0,1041,0,601,0,0,0,0,1,0,439,1041,601,0,20,581,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000422,Lambeth,Gipsy Hill,10136,3816,37.6,3801,37.5,3852,38.0,0,7,0,8,0,15,1187,2,0,1189,0,780,0,0,0,0,0,0,409,1189,780,0,36,744,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000423,Lambeth,Herne Hill,11315,4597,40.6,4567,40.4,4624,40.9,0,8,0,21,1,30,1076,2,0,1078,0,719,0,0,0,0,0,0,359,1078,719,0,27,692,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000424,Lambeth,Knights Hill,10134,3427,33.8,3410,33.6,3453,34.1,0,2,0,15,0,17,1079,1,0,1080,0,658,0,0,0,0,0,0,422,1080,658,0,26,632,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000425,Lambeth,Larkhall,12404,3351,27.0,3331,26.9,3391,27.3,0,6,0,13,1,20,1184,4,0,1188,0,675,0,0,0,1,0,0,512,1188,675,0,40,635,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000426,Lambeth,Oval,10877,4154,38.2,4131,38.0,4193,38.5,0,7,0,16,0,23,1488,0,0,1488,0,914,0,0,0,0,0,0,574,1488,914,0,39,875,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000427,Lambeth,Princes,11224,4226,37.7,4209,37.5,4259,37.9,0,3,0,14,0,17,1499,3,0,1502,0,983,0,1,0,0,0,0,518,1502,983,0,33,950,33,,,,,,,,,,,,,,,,,,,,,,,,,
E05000428,Lambeth,St. Leonards,10734,3722,34.7,3690,34.4,3744,34.9,0,2,0,14,16,32,1139,2,0,1141,0,668,0,0,0,0,0,0,473,1141,668,0,22,646,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000429,Lambeth,Stockwell,10927,3564,32.6,3530,32.3,3586,32.8,0,4,0,30,0,34,1223,3,0,1226,0,782,0,0,0,0,0,0,466,1248,782,0,22,760,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000430,Lambeth,Streatham Hill,10673,3889,36.4,3878,36.3,3920,36.7,0,3,0,8,0,11,1105,3,0,1108,0,727,0,0,0,0,0,0,378,1108,727,0,31,696,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000431,Lambeth,Streatham South,10087,3440,34.1,3411,33.8,3482,34.5,0,4,0,25,0,29,1165,2,0,1167,0,728,0,0,0,0,0,0,377,1107,728,0,39,686,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000432,Lambeth,Streatham Wells,10771,4241,39.4,4220,39.2,4272,39.7,0,6,0,15,0,21,1212,5,0,1217,0,791,0,0,0,0,0,0,426,1217,791,0,31,760,31,,,,,,,,,,,,,,,,,,,,,,,,,
E05000433,Lambeth,Thornton,9418,3677,39.0,3677,39.0,3697,39.3,0,0,0,0,0,0,1123,2,0,1125,0,766,0,0,0,0,0,0,359,1125,766,0,20,746,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000434,Lambeth,Thurlow Park,9957,4309,43.3,4309,43.3,4336,43.5,0,0,0,0,0,0,1300,6,0,1306,0,834,0,0,0,0,0,0,472,1306,834,0,27,807,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000435,Lambeth,Tulse Hill,11269,3639,32.3,3639,32.3,3661,32.5,0,0,0,0,0,0,1026,10,0,1036,0,604,0,0,0,0,0,0,432,1036,604,0,22,582,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000436,Lambeth,Vassall,10656,3318,31.1,3293,30.9,3357,31.5,0,3,0,22,0,25,1104,0,0,1104,0,695,0,0,0,0,0,0,409,1104,695,0,39,656,39,,,,,,,,,,,,,,,,,,,,,,,,,
E05000437,Lewisham,Bellingham,10275,3185,31.0,3151,30.7,3218,31.3,0,3,0,31,0,34,1197,4,0,1201,3,756,18,0,1,0,0,4,433,1201,756,10,13,723,33,856,73,203,4,57,09/05/2014,09/05/2014,3460,265,No,44,47,70,98,124,24,39,71,Xpress,Xpress,112,,,,
E05000438,Lewisham,Blackheath,10346,4298,41.5,4269,41.3,4334,41.9,0,1,0,28,0,29,1464,2,0,1466,2,959,16,0,0,0,0,12,479,1466,959,4,22,923,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000439,Lewisham,Brockley,12564,4473,35.6,4451,35.4,4510,35.9,0,6,0,16,0,22,1231,5,0,1236,3,768,16,0,2,0,0,6,444,1236,0,9,23,731,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000440,Lewisham,Catford South,10931,4136,37.8,4096,37.5,4172,38.2,1,24,0,15,0,40,1207,12,0,1219,10,771,29,0,2,0,0,29,388,1219,771,12,18,735,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000441,Lewisham,Crofton Park,10785,4380,40.6,4351,40.3,4400,40.8,0,6,0,23,0,29,1166,8,0,1174,4,722,15,0,4,0,0,5,428,1174,722,1,11,702,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000442,Lewisham,Downham,10255,3642,35.5,3626,35.4,3677,35.9,0,5,0,11,0,16,1313,6,0,1319,5,899,22,0,1,0,0,8,389,1319,899,7,16,864,35,,,,,,,,,,,,,,,,,,,,,,,,,
E05000443,Lewisham,Evelyn,11365,3540,31.1,3481,30.6,3577,31.5,0,3,0,56,0,59,1168,1,0,1169,1,735,19,0,0,0,0,6,409,1169,735,7,19,698,37,,,,,,,,,,,,,,,,,,,,,,,,,
E05000444,Lewisham,Forest Hill,10666,4423,41.5,4405,41.3,4446,41.7,0,6,0,12,0,18,1396,2,0,1398,5,930,21,0,2,0,0,10,435,1398,930,9,10,907,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000445,Lewisham,Grove Park,10703,3840,35.9,3826,35.7,3876,36.2,1,2,0,11,0,14,1335,6,0,1341,5,902,24,0,1,0,0,6,0,933,902,7,22,866,36,,,,,,,,,,,,,,,,,,,,,,,,,
E05000446,Lewisham,Ladywell,9943,4470,45.0,4439,44.6,4491,45.2,0,5,0,26,0,31,1077,4,0,1081,2,744,10,0,2,0,0,0,325,1081,744,5,12,723,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000447,Lewisham,Lee Green,10503,4638,44.2,4600,43.8,4660,44.4,0,6,0,32,0,38,1283,5,0,1288,4,864,0,0,1,0,0,0,423,1288,864,7,10,842,22,,,,,,,,,,,,,,,,,,,,,,,,,
E05000448,Lewisham,Lewisham Central,13182,4559,34.6,4538,34.4,4610,35.0,0,3,0,18,0,21,1737,0,0,1737,4,1096,30,0,0,0,0,15,596,1737,1096,15,28,1045,51,,,,,,,,,,,,,,,,,,,,,,,,,
E05000449,Lewisham,New Cross,11373,3638,32.0,3604,31.7,3681,32.4,0,12,0,22,0,34,1167,4,0,1171,2,731,24,0,2,0,0,4,410,1171,731,7,30,688,43,,,,,,,,,,,,,,,,,,,,,,,,,
E05000450,Lewisham,Perry Vale,11209,4353,38.8,4333,38.7,4383,39.1,0,8,0,12,0,20,1208,2,0,1210,1,806,14,0,1,0,0,5,384,1210,806,4,19,776,30,,,,,,,,,,,,,,,,,,,,,,,,,
E05000451,Lewisham,Rushey Green,9806,3272,33.4,3234,33.0,3298,33.6,0,5,0,31,2,38,1062,6,0,1068,4,694,20,0,2,0,0,1,351,1068,694,8,14,668,26,,,,,,,,,,,,,,,,,,,,,,,,,
E05000452,Lewisham,Sydenham,11363,4303,37.9,4284,37.7,4343,38.2,0,5,0,14,0,19,1315,10,0,1325,6,906,15,0,4,0,0,8,0,933,906,6,20,866,40,,,,,,,,,,,,,,,,,,,,,,,,,
E05000453,Lewisham,Telegraph Hill,11391,4543,39.9,4524,39.7,4566,40.1,0,8,0,11,0,19,1173,6,0,1179,4,795,16,0,2,0,0,7,359,1179,795,3,16,772,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000454,Lewisham,Whitefoot,9949,3453,34.7,3442,34.6,3480,35.0,0,1,0,10,0,11,1305,5,0,1310,4,852,20,0,1,0,0,6,431,1310,852,9,16,825,27,,,,,,,,,,,,,,,,,,,,,,,,,
E05000455,Merton,Abbey,7575,3284,43.4,3264,43.1,3306,43.6,0,4,0,16,0,20,770,0,0,770,0,572,14,0,0,0,0,8,176,770,572,0,14,550,17,335,46,215,5,18,09/05/2014,13/05/2014,1471,222,No,4,1,0,72,230,31,12,80,Halarose,Avant Guard,113,,,,
E05000456,Merton,Cannon Hill,7125,3512,49.3,3496,49.1,3544,49.7,0,0,0,16,0,16,806,1,0,807,0,607,16,0,1,0,0,2,181,807,607,0,19,575,24,,,,,,,,,,,,,,,,,,,,,,,,,
E05000457,Merton,Colliers Wood,8019,3006,37.5,2983,37.2,3035,37.8,0,7,0,16,0,23,590,1,0,591,0,407,18,0,1,0,0,1,164,591,407,0,8,378,15,,,,,,,,,,,,,,,,,,,,,,,,,
E05000458,Merton,Cricket Green,8044,3225,40.1,3180,39.5,3243,40.3,0,18,0,27,0,45,670,0,0,670,0,465,19,0,0,0,0,1,185,670,465,0,13,447,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05000459,Merton,Dundonald,6945,3107,44.7,3087,44.4,3137,45.2,0,0,0,20,0,20,812,1,0,813,0,618,12,1,0,0,0,3,179,813,618,0,18,588,19,,,,,,,,,,,,,,,,,,,,,,,,,
E05000460,Merton,Figges Marsh,8243,3113,37.8,3064,37.2,3158,38.3,0,0,0,49,0,49,614,0,0,614,0,423,11,0,0,0,0,2,178,614,423,0,23,378,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000461,Merton,Graveney,7288,2826,38.8,2799,38.4,2838,38.9,0,4,0,23,0,27,449,0,0,449,0,301,8,0,0,0,0,4,136,449,301,0,7,289,10,,,,,,,,,,,,,,,,,,,,,,,,,
E05000462,Merton,Hillside,6658,2545,38.2,2527,38.0,2572,38.6,0,0,0,18,0,18,922,1,0,923,0,647,6,1,0,0,0,2,267,923,647,0,21,620,25,,,,,,,,,,,,,,,,,,,,,,,,,
E05000463,Merton,Lavender Fields,7527,2499,33.2,2478,32.9,2534,33.7,0,4,0,17,0,21,639,1,0,640,0,432,19,1,0,0,0,1,187,640,432,0,19,397,28,,,,,,,,,,,,,,,,,,,,,,,,,
E05000464,Merton,Longthornton,7771,2951,38.0,2925,37.6,2978,38.3,0,0,0,26,0,26,668,0,0,668,0,463,17,0,0,0,0,3,185,668,463,0,14,436,18,,,,,,,,,,,,,,,,,,,,,,,,,
E05000465,Merton,Lower Morden,6974,3481,49.9,3465,49.7,3511,50.3,0,2,14,0,0,16,715,0,0,715,0,517,11,0,0,0,0,0,187,715,517,0,23,487,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000466,Merton,Merton Park,7055,3345,47.4,3332,47.2,3382,47.9,0,1,0,12,0,13,819,2,0,821,0,626,19,2,0,0,0,0,172,819,626,1,15,589,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000467,Merton,Pollards Hill,7984,3037,38.0,3029,37.9,3060,38.3,0,3,0,5,0,8,641,0,0,641,0,470,18,0,0,0,0,1,152,641,470,0,15,447,20,,,,,,,,,,,,,,,,,,,,,,,,,
E05000468,Merton,Ravensbury,7377,3002,40.7,2985,40.5,3023,41.0,0,5,0,12,0,17,664,0,0,664,0,476,21,0,0,0,0,0,167,664,476,0,12,455,17,,,,,,,,,,,,,,,,,,,,,,,,,
E05000469,Merton,Raynes Park,7323,3056,41.7,3044,41.6,3084,42.1,0,0,0,12,0,12,935,0,0,935,0,657,20,0,0,0,0,2,256,935,657,1,16,629,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000470,Merton,St. Helier,7776,3011,38.7,2999,38.6,3043,39.1,0,4,0,8,0,12,730,0,0,730,0,537,24,0,0,0,0,2,167,730,537,1,16,505,23,,,,,,,,,,,,,,,,,,,,,,,,,
E05000471,Merton,Trinity,7320,2889,39.5,2877,39.3,2919,39.9,0,3,0,9,0,12,840,0,0,840,0,611,10,0,0,0,0,5,214,840,611,0,15,581,16,,,,,,,,,,,,,,,,,,,,,,,,,
E05000472,Merton,Village,6290,2845,45.2,2840,45.2,2874,45.7,0,0,0,5,0,5,1259,1,0,1260,0,925,13,1,0,0,0,5,315,1259,925,0,17,896,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000473,Merton,West Barnes,7435,3496,47.0,3480,46.8,3526,47.4,0,4,0,12,0,16,955,0,0,955,0,737,15,0,0,0,0,2,201,955,737,1,17,707,21,,,,,,,,,,,,,,,,,,,,,,,,,
E05000474,Merton,Wimbledon Park,8110,3226,39.8,3212,39.6,3260,40.2,0,0,0,14,0,14,975,1,0,976,0,679,18,0,1,0,0,4,273,975,679,1,24,645,29,,,,,,,,,,,,,,,,,,,,,,,,,
E05000475,Newham,Beckton,10504,3340,31.8,3288,31.3,3411,32.5,0,4,0,48,0,52,1206,2,0,1208,3,812,23,0,2,0,0,0,371,1208,812,3,44,741,71,N/A,N/A,57,1,114,09/05/2014,12/05/2014,2256,471,No,9,42,12,388,227,286,3,112,Xpress,Xpress,126,,,,
E05000476,Newham,Boleyn,9689,4261,44.0,4212,43.5,4356,45.0,0,8,1,40,0,49,1303,1,0,1304,6,996,17,0,1,0,0,2,288,1304,996,7,63,901,95,,,,,,,,,,,,,,,,,,,,,,,,,
